Warehouse,Account,Item number,Item type,Supplier,Category,Brand,Name,Batch,SKU,Vintage,Style,Colour,Varieties,Cases,Items per case,Unit quantity,Unit,Barrel or tank,Liters,Unit COGS,COGS,Pending orders (cases),Pending orders (unit quantity),Pending goods received (cases),Pending goods received (unit quantity),Warehouse Location
Warrenton,Well Crafted Wine & Beverage Co.,18210,Wine,,Z- Samples,Armstrong Family Winery,Ebby James (Syrah),,SAMPLE,2020,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,16859,Wine,,Z- Samples,Armstrong Family Winery,Four Birds,,SAMPLE,2018,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,16856,Wine,,Z- Samples,Armstrong Family Winery,Fronk,,SAMPLE,2018,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,18212,Wine,Armstrong Winery,Washington,Armstrong Family Winery,Sally Mac Cabernet Sauvignon,,WAS1031,2019,,,,2.25,12,27,750 ml,,20.25,0,0,0,0,0,0,22-D2
Warrenton,Well Crafted Wine & Beverage Co.,16858,Wine,,Z- Samples,Armstrong Family Winery,Zinfandel,,,2019,,,,,,1,750 ml,,0.75,0,0,,0,,0,
Warrenton,Well Crafted Wine & Beverage Co.,21264,Wine,Armstrong Winery,Washington,Armstrong,Fronk,,WAS1013,2019,,,,1.5,12,18,750 ml,,13.5,0,0,0,0,0,0,22-C2
Warrenton,Well Crafted Wine & Beverage Co.,24966,Wine,Cordier,,,Artis NA Brut Blanc,,NON1014,,,,,0.92,12,11,750 ml,,8.25,0,0,0,0,0,0,16-G2
Warrenton,Well Crafted Wine & Beverage Co.,24965,Wine,Cordier,,,Artis NA Brut Rose,,NON1013,,,,,39.17,12,470,750 ml,,352.5,0,0,0,0,0,0,15-E1 / 15-F3
Warrenton,Well Crafted Wine & Beverage Co.,24967,Wine,Cordier,,,Artis NA Chardonnay,,NON1015,,,,,3,12,36,750 ml,,27,0,0,0,0,0,0,16-F2
Warrenton,Well Crafted Wine & Beverage Co.,24968,Wine,Cordier,,Artis,NA Merlot,,NON1016,,,,,2.33,12,28,750 ml,,21,0,0,0,0,0,0,15-I2
Warrenton,Well Crafted Wine & Beverage Co.,28241,Wine,Legend Australia (USA Wine West),Australian,Attwoods,Vin de Folie Rouge,,AUS1048,2024,,,,2.92,12,35,750 ml,,26.25,0,0,0,0,0,0,14-J
Warrenton,Well Crafted Wine & Beverage Co.,14444,Wine,Vivino Selections,Italian,Bacio,Semi Sweet Red,,ITA1059,,Still,Red,,10.08,12,121,750 ml,,90.75,0,0,0,0,0,0,12-F1
Warrenton,Well Crafted Wine & Beverage Co.,17951,Wine,Marquee Selections,South African,Backsberg,Blueberry Row Pinotage,,SAF1048,2020,Still,Red,,8.5,12,102,750 ml,,76.5,0,0,0,0,0,0,09-H1
Warrenton,Well Crafted Wine & Beverage Co.,15216,Wine,Marquee Selections,South African,Backsberg,Cabernet Sauvignon,,SAF1049,2019,Still,Red,,1.08,12,13,750 ml,,9.75,0,0,0,0,0,0,09-C2
Warrenton,Well Crafted Wine & Beverage Co.,24246,Wine,Marquee Selections,South African,Backsberg,Chenin Blanc (White and Blue Label),,SAF1046,2023,Still,White,Chenin Blanc,0.33,12,4,750 ml,,3,0,0,0,0,0,0,17-A3
Warrenton,Well Crafted Wine & Beverage Co.,28990,Wine,Marquee Selections,South African,Backsberg,Chenin Blanc (White and Blue Label),,SAF1046,2024,Still,White,Chenin Blanc,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,17-A3
Warrenton,Well Crafted Wine & Beverage Co.,30489,Wine,Marquee Selections,South African,Backsberg,Chenin Blanc (White and Blue Label),,SAF1046,2025,Still,White,Chenin Blanc,13.67,12,164,750 ml,,123,0,0,0,0,0,0,06-G
Warrenton,Well Crafted Wine & Beverage Co.,30244,Wine,Marquee Selections,South African,Backsberg,Ella Rose,,SAF1047,2024,Still,Rose,,5.92,12,71,750 ml,,53.25,0,0,0,0,0,0,09-H2
Warrenton,Well Crafted Wine & Beverage Co.,16085,Wine,Marquee Selections,South African,Backsberg,Family Reserve White,,SAF1053,2017,,,"Roussane, Chardonnay, Sauvignon Blanc",0.33,12,4,750 ml,,3,0,0,0,0,0,0,09-E2
Warrenton,Well Crafted Wine & Beverage Co.,25086,Wine,Marquee Selections,South African,Backsberg,John Martin Red Blend,,SAF1096,2018,Still,Red,,0.5,12,6,750 ml,,4.5,0,0,0,0,0,0,09-C2
Warrenton,Well Crafted Wine & Beverage Co.,30491,Wine,Marquee Selections,South African,Backsberg,Patriarch Cabernet Franc,,SAF1097,2023,Still,Red,Cabernet Franc,4,12,48,750 ml,,36,0,0,-0.5,-6,0,0,06-I
Warrenton,Well Crafted Wine & Beverage Co.,16087,Wine,Marquee Selections,South African,Backsberg,Pumphouse Shiraz,,SAF1051,2018,Still,Red,Shiraz,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,17-A5
Warrenton,Well Crafted Wine & Beverage Co.,19643,Wine,Marquee Selections,South African,Backsberg,Pumphouse Shiraz,,SAF1051,2020,Still,Red,Shiraz,8.75,12,105,750 ml,,78.75,0,0,0,0,0,0,09-C2
Warrenton,Well Crafted Wine & Beverage Co.,21129,Wine,Marquee Selections,South African,Backsberg,Rose,,SAF1047,2022,Still,Rose,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,09-H1
Warrenton,Well Crafted Wine & Beverage Co.,27309,Wine,Marquee Selections,South African,Backsberg,Smuggled Vines Chardonnay,,SAF1101,2024,Still,White,Chardonnay,6.92,12,83,750 ml,,62.25,0,0,0,0,0,0,09-H2
Warrenton,Well Crafted Wine & Beverage Co.,17953,Wine,Marquee Selections,South African,Backsberg,Sydney Back Chardonnay,,SAF1056,2020,Still,White,Chardonnay,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A5
Warrenton,Well Crafted Wine & Beverage Co.,28217,Wine,Marquee Selections,South African,Backsberg,Sydney Back Chardonnay,,SAF1056,2021,Still,White,Chardonnay,4.17,12,50,750 ml,,37.5,0,0,0,0,0,0,09-C2
Warrenton,Well Crafted Wine & Beverage Co.,28353,Wine,Marquee Selections,South African,Backsberg,Sydney Back Merlot,,SAF1058,2022,Still,Red,Merlot,13.33,12,160,750 ml,,120,0,0,0,0,0,0,06-G
Warrenton,Well Crafted Wine & Beverage Co.,25140,Wine,Marquee Selections,South African,Backsberg,Sydney Back Pinotage,,SAF1095,2021,Still,Red,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,17-A3
Warrenton,Well Crafted Wine & Beverage Co.,30490,Wine,Marquee Selections,South African,Backsberg,Sydney Back Pinotage,,SAF1095,2022,Still,Red,,3,12,36,750 ml,,27,0,0,0,0,0,0,09-H2
Warrenton,Well Crafted Wine & Beverage Co.,29308,Wine,Baleia,South African,Baleia,Chardonnay,,SAF1116,2022,Still,White,Chardonnay,2.33,12,28,750 ml,,21,0,0,-0.5,-6,0,0,22-D1
Warrenton,Well Crafted Wine & Beverage Co.,29310,Wine,Baleia,South African,Baleia,Pinot Noir,,SAF1118,2023,Still,Red,,31.42,12,377,750 ml,,282.75,0,0,0,0,0,0,09-C1 / 10-I3
Warrenton,Well Crafted Wine & Beverage Co.,29307,Wine,Baleia,South African,Baleia,Sauvignon Blanc,,SAF1115,2024,Still,White,"Sauvignon Blanc, Sémillon",33,12,396,750 ml,,297,0,0,0,0,0,0,09-F1 / 10-I3
Warrenton,Well Crafted Wine & Beverage Co.,29309,Wine,Baleia,South African,Baleia,Vinho Rocas Red Blend,,SAF1117,2023,Still,Red,,19.92,12,239,750 ml,,179.25,0,0,0,0,0,0,09-I1
Warrenton,Well Crafted Wine & Beverage Co.,18216,Wine,Jeff Welburn Selections,Z- Samples,Bandol,Fleur de Province Cotes de Province,,SAMPLE,2021,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,18215,Wine,Jeff Welburn Selections,Z- Samples,Bandol,Red blend,,,2021,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,19246,Wine,,Chilean,Banner Day,Carmenere,,CHL1006,2021,Still,Red,,0.58,12,7,750 ml,,5.25,0,0,0,0,0,0,20-C1
Warrenton,Well Crafted Wine & Beverage Co.,28607,Wine,,Chilean,Banner Day,Carmenere,,CHL1006,2023,Still,Red,,16.92,12,203,750 ml,,152.25,0,0,-0.25,-3,0,0,20-C1
Warrenton,Well Crafted Wine & Beverage Co.,14552,Wine,Lolea Sangria,Spanish,Barcelona Lolea,Red Can,,SPA1251,NV,Sparkling,Red,,0.08,24,2,250 ml,,0.5,0,0,0,0,0,0,17-A1
Warrenton,Well Crafted Wine & Beverage Co.,859,Wine,Lolea Sangria,Spanish,Barcelona,Lolea Red Sangria,,SPA1133,,,,,53.5,12,642,750 ml,,481.5,0,0,-5,-60,0,0,14-A / 14-E3
Warrenton,Well Crafted Wine & Beverage Co.,2572,Wine,Lolea Sangria,Spanish,Barcelona,Lolea Rose Sangria,,SPA1165,,Sparkling,,,15.92,12,191,750 ml,,143.25,0,0,0,0,0,0,13-A
Warrenton,Well Crafted Wine & Beverage Co.,858,Wine,Lolea Sangria,Spanish,Barcelona,Lolea White Spritz,,SPA1134,NV,Sparkling,,,45.25,12,543,750 ml,,407.25,0,0,-3.25,-39,0,0,14-A
Warrenton,Well Crafted Wine & Beverage Co.,14595,Wine,Cantine Madaudo,Italian,Barone Di Bernaj,Cabernet Sauvignon Terre Siciliane,,ITA1007,2020,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,18-A7
Warrenton,Well Crafted Wine & Beverage Co.,22835,Wine,Cantine Madaudo,Italian,Barone Di Bernaj,Cabernet Sauvignon Terre Siciliane,,ITA1007,2022,,,,20.25,12,243,750 ml,,182.25,0,0,0,0,0,0,13-F / 13-E3
Warrenton,Well Crafted Wine & Beverage Co.,18213,Wine,Jeff Welburn Selections,Z- Samples,Bernard Gaucher,Champagne,,,NV,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,25518,Wine,Jeff Welburn Selections,French,Bernard Gaucher,Champagne,,FRA1060,NV,Sparkling,White,"Pinot Noir, Chardonnay",6.17,12,74,750 ml,,55.5,0,0,-3.17,-38,0,0,14-G1
Warrenton,Well Crafted Wine & Beverage Co.,25519,Wine,Jeff Welburn Selections,French,Bernard Gaucher,Champagne Split,,FRA1061,NV,Sparkling,White,"Pinot Noir, Chardonnay",8.5,12,102,375 ml,,38.25,0,0,0,0,0,0,20-E2
Warrenton,Well Crafted Wine & Beverage Co.,18245,Wine,Pilgrim Bierzo,Spanish,Bierzo,Pilgrim Godello,,SPA1142,2021,,,,0.33,6,2,750 ml,,1.5,0,0,0,0,0,0,19-A7
Warrenton,Well Crafted Wine & Beverage Co.,24056,Wine,Pilgrim Bierzo,Spanish,Bierzo,Pilgrim Godello,,SPA1142,2023,,,,14.83,6,89,750 ml,,66.75,0,0,0,0,0,0,11-E2
Warrenton,Well Crafted Wine & Beverage Co.,4646,Wine,Pilgrim Bierzo,Spanish,Bierzo,Pilgrim Mencia,,SPA1143,2017,,,,0.17,6,1,750 ml,,0.75,0,0,0,0,0,0,19-A7
Warrenton,Well Crafted Wine & Beverage Co.,11872,Wine,Pilgrim Bierzo,Spanish,Bierzo,Pilgrim Mencia,,SPA1143,2019,,,,0.17,6,1,750 ml,,0.75,0,0,0,0,0,0,19-A6
Warrenton,Well Crafted Wine & Beverage Co.,21494,Wine,Pilgrim Bierzo,Spanish,Bierzo,Pilgrim Mencia,,SPA1143,2021,,,,42.17,6,253,750 ml,,189.75,0,0,-0.17,-1,0,0,11-G2 / 10-G3
Warrenton,Well Crafted Wine & Beverage Co.,15255,Wine,Grateful Palate,Californian,,Bitch Bubbly (187ml),,CAL1250,NV,Sparkling,Rose,,26,12,312,187 ml,,58.34,0,0,-3,-36,0,0,11-C2
Warrenton,Well Crafted Wine & Beverage Co.,15254,Wine,Grateful Palate,Californian,,Bitch Bubbly (750ml),,CAL1249,NV,Sparkling,Rose,,39.58,12,475,750 ml,,356.25,0,0,0,0,0,0,11-I1 / 11-I3
Warrenton,Well Crafted Wine & Beverage Co.,23667,Wine,Grateful Palate,Californian,Bitch,Grenache,,CAL1251,2021,Still,Red,Garnacha,6.17,12,74,750 ml,,55.5,0,0,0,0,0,0,13-A / 17
Warrenton,Well Crafted Wine & Beverage Co.,23250,Wine,Grateful Palate,Californian,Bitch,Grenache (Damaged Lid),,CAL1251,2020,Still,Red,Garnacha,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,19-A6
Warrenton,Well Crafted Wine & Beverage Co.,20967,Wine,Black Elephant Vintners & CO,South African,Black Elephant Vintners,Cap Classique Brut,,SAF1083,,Sparkling,White,,7.5,6,45,750 ml,,33.75,0,0,0,0,0,0,09-H1
Warrenton,Well Crafted Wine & Beverage Co.,25694,Wine,Black Elephant Vintners & CO,South African,Black Elephant Vintners,Power of Love Chenin Blanc,,SAF1081,2024,Still,White,,9.67,12,116,750 ml,,87,0,0,0,0,0,0,09-F1
Warrenton,Well Crafted Wine & Beverage Co.,24961,Wine,Black Elephant Vintners & CO,South African,Black Elephant Vintners,Rose Rebel,,SAF1085,2024,,Rose,,8.25,12,99,750 ml,,74.25,0,0,0,0,0,0,09-H1 / 06-A3
Warrenton,Well Crafted Wine & Beverage Co.,24954,Wine,Black Elephant Vintners & CO,South African,Black Elephant Vintners,Three Men in a Tub with a Rubber Duck Blend,,SAF1084,2023,Still,,"Cabernet Sauvignon, Merlot",54.25,12,651,750 ml,,488.25,0,0,-39,-468,0,0,06-F / 09-F3
Warrenton,Well Crafted Wine & Beverage Co.,25669,Wine,Black Elephant Vintners & CO,South African,Black Elephant Vintners,"Two Dogs, A Peacock, & A Horse Sauvignon Blanc",,SAF1082,2024,,,,11.67,12,140,750 ml,,105,0,0,-11,-132,0,0,17-A5
Warrenton,Well Crafted Wine & Beverage Co.,29405,Wine,Black Elephant Vintners & CO,South African,Black Elephant Vintners,"Two Dogs, A Peacock, & A Horse Sauvignon Blanc",,SAF1082,2025,Still,White,,25.25,12,303,750 ml,,227.25,0,0,-10,-120,0,0,06-G / 09-G3
Warrenton,Well Crafted Wine & Beverage Co.,11812,Wine,Noble Hill Winery,South African,Bloem,Chenin Blanc Viognier,,SAF1003,2020,Still,White,"Chenin Blanc, Viognier",-1,12,-12,750 ml,,-9,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,25738,Wine,Canopy Wines,South African,Bloem,Chenin Blanc Viognier,,SAF1003,2024,Still,White,"Chenin Blanc, Viognier",10.17,12,122,750 ml,,91.5,0,0,-5.08,-61,0,0,09-F1
Warrenton,Well Crafted Wine & Beverage Co.,24787,Wine,Canopy Wines,South African,Bloem,Chenin Blanc Viognier (Damaged Labels),,SAF1003,2023,Still,White,"Chenin Blanc, Viognier",0.58,12,7,750 ml,,5.25,0,0,0,0,0,0,17-A1
Warrenton,Well Crafted Wine & Beverage Co.,18090,Wine,Canopy Wines,South African,Bloem,Syrah Mourvèdre,,SAF1008,2020,Still,Red,"Syrah, Mourvèdre",0.17,12,2,750 ml,,1.5,0,0,-0.08,-1,0,0,17-A5
Warrenton,Well Crafted Wine & Beverage Co.,25736,Wine,Canopy Wines,South African,Bloem,Syrah Mourvèdre,,SAF1008,2021,Still,Red,"Syrah, Mourvèdre",17.58,12,211,750 ml,,158.25,0,0,-17.58,-211,0,0,06-H
Warrenton,Well Crafted Wine & Beverage Co.,29258,Wine,Grateful Palate,,,Blue Vibes Verdejo Frizzante,,SPA1341,NV,Sparkling,White,Verdejo,546.17,12,6554,750 ml,,"4,915.50",0,0,0,0,0,0,14-A / 18-D / 19-D1 / 19-D2 / 19-D3
Warrenton,Well Crafted Wine & Beverage Co.,24637,Wine,Bodegas Gieco,Argentine,Bodegas Gieco,Familia Gieco Malbec,,ARG1029,2022,,,Malbec,201.33,12,2416,750 ml,,"1,812.00",0,0,-4.08,-49,0,0,16-I1 / 16-C3 / 16-H3
Warrenton,Well Crafted Wine & Beverage Co.,28604,Wine,Bodegas Gieco,Argentine,Bodegas Gieco,Malbec Single Vineyard (12 packs),,ARG1021,2022,Still,Red,,42.58,12,511,750 ml,,383.25,0,0,0,0,0,0,16-G1
Warrenton,Well Crafted Wine & Beverage Co.,17689,Wine,Bodegas Gieco,Argentine,Bodegas Gieco,Malbec Single Vineyard (6 packs),,ARG1033,2021,,Red,,0.17,6,1,750 ml,,0.75,0,0,0,0,0,0,16-G1
Warrenton,Well Crafted Wine & Beverage Co.,17695,Wine,Bodegas Gieco,Argentine,Bodegas Gieco,Malbec Special Selection,,ARG1022,2019,,Red,Malbec,15.5,6,93,750 ml,,69.75,0,0,0,0,0,0,16-I1
Warrenton,Well Crafted Wine & Beverage Co.,30309,Wine,Bodegas Gieco,Argentine,Bodegas Gieco,Malbec Special Selection,,ARG1022,2020,,Red,Malbec,42,6,252,750 ml,,189,0,0,0,0,0,0,16-E1
Warrenton,Well Crafted Wine & Beverage Co.,24638,Wine,Bodegas Gieco,Argentine,Bodegas Gieco,Special Selection Cabernet Franc,,ARG1032,2020,,Red,Cabernet Franc,38.75,12,465,750 ml,,348.75,0,0,0,0,0,0,16-C1 / 16-D3
Warrenton,Well Crafted Wine & Beverage Co.,17696,Wine,Bodegas Gieco,Argentine,Bodegas Gieco,Special Selection Red Blend,,ARG1031,2019,,Red,"Malbec, Cabernet Franc, Petit Verdot, Tannat",36.83,6,221,750 ml,,165.75,0,0,0,0,0,0,16-H2
Warrenton,Well Crafted Wine & Beverage Co.,29148,Wine,Wine Smith,Spanish,Bodegas Pinea,PINEA,,SPA1171,2019,,,,17.17,6,103,750 ml,,77.25,0,0,0,0,0,0,12-C2
Warrenton,Well Crafted Wine & Beverage Co.,17625,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Canchales,,SPA1091,2020,Still,Red,Tempranillo,22.67,12,272,750 ml,,204,0,0,-0.17,-2,0,0,12-J
Warrenton,Well Crafted Wine & Beverage Co.,28594,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Monte Real Blanco Barrel Fermented,,SPA1212,2023,Still,White,,29.75,12,357,750 ml,,267.75,0,0,0,0,0,0,22-A2 / 20-C3
Warrenton,Well Crafted Wine & Beverage Co.,25301,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Monte Real Cepas Viejas,,SPA1339,2021,Still,Red,Tempranillo,1.17,6,7,750 ml,,5.25,0,0,0,0,0,0,20-C2
Warrenton,Well Crafted Wine & Beverage Co.,24794,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Monte Real Crianza,,SPA1168,2021,Still,Red,Tempranillo,0.58,12,7,750 ml,,5.25,0,0,0,0,0,0,19-A8
Warrenton,Well Crafted Wine & Beverage Co.,28869,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Monte Real Crianza,,SPA1168,2022,Still,Red,Tempranillo,9.42,12,113,750 ml,,84.75,0,0,0,0,0,0,11-I1
Warrenton,Well Crafted Wine & Beverage Co.,17101,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Monte Real Garnacha,,SPA1259,2020,,,,4.83,6,29,750 ml,,21.75,0,0,0,0,0,0,12-H2
Warrenton,Well Crafted Wine & Beverage Co.,971,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Monte Real Gran Reserva,,SPA1203,1998,Still,Red,Tempranillo,22.58,12,271,750 ml,,203.25,0,0,-1.42,-17,0,0,18-A
Warrenton,Well Crafted Wine & Beverage Co.,811,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Monte Real Gran Reserva,,SPA1299,2001,,,,4,12,48,750 ml,,36,0,0,0,0,0,0,20-F2
Warrenton,Well Crafted Wine & Beverage Co.,999,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Monte Real Gran Reserva,,SPA1097,2006,Still,Red,,0.5,12,6,750 ml,,4.5,0,0,0,0,0,0,14-H2
Warrenton,Well Crafted Wine & Beverage Co.,15528,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Monte Real Gran Reserva,,SPA1250,2014,Still,Red,Tempranillo,9.33,12,112,750 ml,,84,0,0,0,0,0,0,22-A1
Warrenton,Well Crafted Wine & Beverage Co.,7198,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Monte Real Reserva,,SPA1096,2015,Still,Red,Tempranillo,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,41-B
Warrenton,Well Crafted Wine & Beverage Co.,18139,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Monte Real Reserva,,SPA1096,2018,Still,Red,,8.58,12,103,750 ml,,77.25,0,0,-0.5,-6,0,0,22-B1 /
Warrenton,Well Crafted Wine & Beverage Co.,29059,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Monte Real Reserva de Familia,,SPA1360,2020,,,,7,12,84,750 ml,,63,0,0,0,0,0,0,22-B1
Warrenton,Well Crafted Wine & Beverage Co.,22783,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Vina Albina Gran Reserva,,SPA1298,2001,,,,0.33,12,4,750 ml,,3,0,0,0,0,0,0,17-A1
Warrenton,Well Crafted Wine & Beverage Co.,18256,Wine,Bodegas Riojanas,Spanish,Bodegas Riojanas,Vina Albina Gran Reserva,,SPA1298,2009,,,,1.58,12,19,750 ml,,14.25,0,0,0,0,0,0,20-E2
Warrenton,Well Crafted Wine & Beverage Co.,15530,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Vina Albina Gran Reserva,,SPA1094,2013,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A6
Warrenton,Well Crafted Wine & Beverage Co.,20331,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Vina Albina Gran Reserva,,SPA1094,2014,,,,6.42,12,77,750 ml,,57.75,0,0,-2,-24,0,0,22-B1
Warrenton,Well Crafted Wine & Beverage Co.,20332,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Vina Albina Reserva,,SPA1093,2017,Still,Red,"Tempranillo, Mazuelo, Graciano",0.33,12,4,750 ml,,3,0,0,0,0,0,0,19-A5
Warrenton,Well Crafted Wine & Beverage Co.,23340,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Vina Albina Reserva,,SPA1093,2018,Still,Red,"Tempranillo, Mazuelo, Graciano",2.42,12,29,750 ml,,21.75,0,0,0,0,0,0,14-I2
Warrenton,Well Crafted Wine & Beverage Co.,28330,Wine,Bodegas Riojanas1,Spanish,Bodegas Riojanas,Vina Albina Reserva,,SPA1093,2020,Still,Red,"Tempranillo, Mazuelo, Graciano",8.83,12,106,750 ml,,79.5,0,0,0,0,0,0,20-F2
Warrenton,Well Crafted Wine & Beverage Co.,27631,Wine,Bodegas Tandem,Spanish,Bodegas Tandem,Ars In Vitro,,SPA1344,2020,,,,43.83,12,526,750 ml,,394.5,0,0,0,0,0,0,12-C1 / 12-C3
Warrenton,Well Crafted Wine & Beverage Co.,22530,Wine,Ocean South,,Bodegas Tandem,Inmune Garnacha,,SPA1301,2021,,,,0.42,12,5,750 ml,,3.75,0,0,0,0,0,0,19-A1
Warrenton,Well Crafted Wine & Beverage Co.,27299,Wine,Ocean South,,Bodegas Tandem,Inmune Garnacha,,SPA1301,2022,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A6
Warrenton,Well Crafted Wine & Beverage Co.,27630,Wine,Bodegas Tandem,,Bodegas Tandem,Inmune Garnacha,,SPA1301,2023,,,,37.92,12,455,750 ml,,341.25,0,0,-0.08,-1,0,0,11-F1 / 10-F2
Warrenton,Well Crafted Wine & Beverage Co.,30121,Wine,Bodegas Riojanas1,Spanish,Bodegas Veiga Naum,Rias Baixas Albarino,,SPA1367,2024,Still,White,,9.67,12,116,750 ml,,87,0,0,0,0,0,0,12-G2
Warrenton,Well Crafted Wine & Beverage Co.,25008,Wine,Cantine Bonelli,Italian,Bonelli,"Bonarda Amabile (Frizzante, Semi Sweet)",,ITA1009,2023,,,,6,12,72,750 ml,,54,0,0,-1,-12,0,0,20-D1
Warrenton,Well Crafted Wine & Beverage Co.,25941,Wine,Cantine Bonelli,Italian,Bonelli,"Bonarda Amabile (Frizzante, Semi Sweet) Damaged Labels",,ITA1009,2022,,,,0.42,12,5,750 ml,,3.75,0,0,0,0,0,0,18-A1
Warrenton,Well Crafted Wine & Beverage Co.,14998,Wine,Cantine Bonelli,Italian,Bonelli,Bonarda Frizzante Semi Sweet,,ITA1009,2020,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A8
Warrenton,Well Crafted Wine & Beverage Co.,14999,Wine,Cantine Bonelli,Italian,Bonelli,Bonarda Secco,,ITA1043,2020,Sparkling,,,23.67,12,284,750 ml,,213,0,0,0,0,0,0,20-C1
Warrenton,Well Crafted Wine & Beverage Co.,11622,Wine,Cantine Bonelli,Italian,Bonelli,Bonarda Secco Dry,,ITA1043,2019,Sparkling,,,2.67,12,32,750 ml,,24,0,0,0,0,0,0,20-C2
Warrenton,Well Crafted Wine & Beverage Co.,3064,Wine,Cantine Bonelli,Italian,Bonelli,La Madre Terra Brut Rose,,ITA1040,,,,,65.83,12,790,750 ml,,592.5,0,0,0,0,0,0,22-A1 / 22-B3
Warrenton,Well Crafted Wine & Beverage Co.,15951,Wine,Cantine Bonelli,Italian,Bonelli,Malvasia Frizzante Amabile Semi Sweet,,ITA1010,2020,,,,0.42,12,5,750 ml,,3.75,0,0,0,0,0,0,13-H2
Warrenton,Well Crafted Wine & Beverage Co.,27570,Wine,Cantine Bonelli,Italian,Bonelli,Malvasia Frizzante Amabile Semi Sweet,,ITA1010,2023,,,,6.92,12,83,750 ml,,62.25,0,0,0,0,0,0,22-A2
Warrenton,Well Crafted Wine & Beverage Co.,28581,Wine,Boplaas,South African,Boplaas Fledge and Co.,The Clutch Tinta Barocca,,SAF1035,2024,Still,Red,,5.33,12,64,750 ml,,48,0,0,0,0,0,0,09-E1 / 09-E3
Warrenton,Well Crafted Wine & Beverage Co.,24872,Wine,Boplaas,South African,Boplaas,Alvarinho,,SAF1092,2023,,,,1.42,12,17,750 ml,,12.75,0,0,0,0,0,0,09-C2
Warrenton,Well Crafted Wine & Beverage Co.,25662,Wine,Boplaas,South African,Boplaas,Alvarinho,,SAF1092,2024,,,,10.83,12,130,750 ml,,97.5,0,0,0,0,0,0,09-G1
Warrenton,Well Crafted Wine & Beverage Co.,6015,Wine,Boplaas,South African,Boplaas,Cape Ruby Port,,SAF1036,,Fortified,Red,,3.17,12,38,750 ml,,28.5,0,0,0,0,0,0,07-A2
Warrenton,Well Crafted Wine & Beverage Co.,25660,Wine,Boplaas,South African,Boplaas,Colheita,,SAF1100,2007,Fortified,,Trebbiano,3.33,12,40,750 ml,,30,0,0,0,0,0,0,09-E2
Warrenton,Well Crafted Wine & Beverage Co.,25650,Wine,Boplaas,South African,Boplaas,Fledge & Co. Fume Blanc,,SAF1089,2023,,,"Sauvignon Blanc, Albarino",18.58,12,223,750 ml,,167.25,0,0,0,0,0,0,09-G1 / 10-G3
Warrenton,Well Crafted Wine & Beverage Co.,24871,Wine,Boplaas,South African,Boplaas,Fledge & Co. Vagabond White Blend,,SAF1090,2022,,,"Chenin Blanc, Roussanne, Verdejo, Colombard, Grenache Blanc, Viognier, Riesling, Chardonnay, Marsanne, Viura",31.58,12,379,750 ml,,284.25,0,0,0,0,0,0,06-G
